gene,is_xlinked,carrier_count_hkgi,sample_size_hkgi,carrier_rate_hkgi,carrier_rate_CI_Lower_hkgi,carrier_rate_CI_Upper_hkgi,sample_size_gnomAD-EAS,sample_size_gnomAD-NFE,sample_size_gnomAD-AFR,carrier_rate_gnomAD-EAS,carrier_rate_gnomAD-NFE,carrier_rate_gnomAD-AFR,acmg_tier_hkgi,acmg_tier_gnomAD-EAS,acmg_tier_gnomAD-NFE,acmg_tier_gnomAD-AFR,tier_hkgi,tier_gnomAD-EAS,tier_gnomAD-NFE,tier_gnomAD-AFR,at_risks_couples_count_hkgi,at_risks_couples_rate_hkgi,actual_at_risks_couples_count_hkgi,actual_at_risks_couples_rate_hkgi
NGF,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FGG,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000387,0.017821,0.003561,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_2,tier_4,0,0.0,0,0.0
CHST14,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000387,0.000118,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PRDM5,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000206,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FANCF,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000588,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MGAT2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PSAP,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LBR,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000386,0.000147,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NAGA,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000386,0.00782,0.00154,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_3,tier_4,0,0.0,0,0.0
GNAT2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ATG7,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.00347,0.000627,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
KCNJ11,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000385,5.9e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC6A5,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000617,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NDRG1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CTSD,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000176,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SPTBN2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000385,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SPR,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000647,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DYNC2LI1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000706,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
NR2E3,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000386,0.004177,0.000819,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ROGDI,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000413,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SP110,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000353,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PLG,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000777,0.009469,0.002501,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_3,tier_4,0,0.0,0,0.0
CBS,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000312,0.000184,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CC2D1A,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000176,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MASP1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
EIF2B4,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ECHS1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.001542,0.002146,0.001833,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ROR2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ABHD5,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,5.9e-05,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
HACE1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000118,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC19A2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,5.9e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MAN1B1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.00039,0.000353,0.000773,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MALT1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ACTA1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000471,4.9e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SUCLG1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.9e-05,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ZBTB24,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000265,0.000193148,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
APTX,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.00077,0.001412,0.004332,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LTBP4,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000529,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
WRAP53,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
C3,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CA2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
GPHN,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IARS2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000387,,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
GRIP1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,,tier_2,tier_2,tier_2,tier_2,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ANKS6,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000265,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC25A19,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.002697,0.000147,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
C2CD3,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000911,0.000289,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CEP41,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TPI1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000529,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TNNT1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,5.9e-05,9.9e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CARD11,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CARS2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CD3D,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000147,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SGO1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.0005,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SGCD,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ZMYND10,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.001058,0.000434298,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DDR2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
UROS,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.001323,0.000577,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
AMPD2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.00047,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MED17,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000323,0.000338,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRP4,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRMDA,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000852,0.000579,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
LRAT,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000147,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FXN,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000118,,tier_4,tier_4,tier_3,tier_4,tier_4,tier_4,tier_3_pop,tier_4,0,0.0,0,0.0
VPS13D,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000386,0.000147,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SFTPB,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.001059,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DGAT1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000441,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ORAI1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000118,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
OPA3,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MPV17,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000386,0.000882,0.002218,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
D2HGDH,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000294,0.000675,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
WDR45B,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
ZAP70,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DNAAF5,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000176,0.000435,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CIITA,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000384,5.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PAPSS2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.001911,0.000626,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CIT,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IFNGR2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PCYT1A,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000147,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
PGAP2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,5.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
TTPA,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000387,0.000824,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC2A1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DNAJC12,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000206,0.000386,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
AHCY,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000529,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC2A2,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000235,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
HPD,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,8.8e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC30A10,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
DNMT3B,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,0.000385,0.000235,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
HYCC1,False,1,18065.0,6e-05,-5.3136437101534574e-05,0.00016384775733402834,22448.0,590031.0,37545.0,,0.000235,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FBLN5,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CAVIN1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC1A4,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IKBKG,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IKBKB,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FAT4,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FTSJ1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC19A3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000385,0.000353,0.000482,tier_3,tier_3,tier_3,tier_3,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
CASK,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FERMT3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FGB,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000206,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC5A7,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,4.9e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FHL1,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IL10RB,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,8.8e-05,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FKBP14,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.001794,0.000337,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MESP2,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,9.6e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
MFSD2A,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IL17RA,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,2.9e-05,0.000145,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC25A22,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,,0.000193,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FANCG,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000769,0.000769,0.000502,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC9A3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000385,0.000118,9.7e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
C1QC,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,0.000386,0.000323,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
FLNA,True,0.0,9367.0,0.0,0.0,0.0,,,,,,,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC35A3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000118,0.000241,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
IFNGR1,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000118,0.00029,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
C1QB,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,5.9e-05,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
SLC52A3,False,0.0,18065.0,0.0,0.0,0.0,22448.0,590031.0,37545.0,,0.000265,4.8e-05,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,tier_4,0,0.0,0,0.0
